start	end	size
0x00790c	0x00791e	18
0x009259	0x00926b	18
0x00a78a	0x00a79c	18
0x00ae64	0x00ae76	18
0x00afc7	0x00afd9	18
0x00c8d6	0x00c8e8	18
0x00d530	0x00d542	18
0x00f588	0x00f59a	18
0x00f6ab	0x00f6bd	18
0x00f6d2	0x00f6e4	18
0x00f7de	0x00f7f0	18
0x00fb4d	0x00fb5f	18
0x0100c2	0x0100d4	18
0x010257	0x010269	18
0x0107f7	0x010809	18
0x01080a	0x01081c	18
0x010e88	0x010e9a	18
0x011540	0x011552	18
0x011e34	0x011e46	18
0x012028	0x01203a	18
0x01243e	0x012450	18
0x012653	0x012665	18
0x0127d4	0x0127e6	18
0x014782	0x014794	18
0x016055	0x016067	18
0x016652	0x016664	18
0x016806	0x016818	18
0x016918	0x01692a	18
0x016da6	0x016db8	18
0x018435	0x018447	18
0x01bcdc	0x01bcee	18
0x01dd58	0x01dd6a	18
0x01df92	0x01dfa4	18
0x01eaf5	0x01eb07	18
0x01f4b1	0x01f4c3	18
0x01fefc	0x01ff0e	18
0x020340	0x020352	18
0x0204e0	0x0204f2	18
0x0007b0	0x0007c1	17
0x0021cf	0x0021e0	17
0x002cb0	0x002cc1	17
0x002ee7	0x002ef8	17
0x003289	0x00329a	17
0x0034ba	0x0034cb	17
0x0035b4	0x0035c5	17
0x0037a4	0x0037b5	17
0x0042ca	0x0042db	17
0x00441b	0x00442c	17
0x005463	0x005474	17
0x005cb9	0x005cca	17
0x006605	0x006616	17
0x0079c2	0x0079d3	17
0x0087b1	0x0087c2	17
0x008f8a	0x008f9b	17
0x009438	0x009449	17
0x00a19f	0x00a1b0	17
0x00b4d2	0x00b4e3	17
0x00bfb6	0x00bfc7	17
0x00c0ae	0x00c0bf	17
0x00c114	0x00c125	17
0x00c51a	0x00c52b	17
0x00c7ae	0x00c7bf	17
0x00d23c	0x00d24d	17
0x00d24e	0x00d25f	17
0x00d9bc	0x00d9cd	17
0x00dfb2	0x00dfc3	17
0x010a1e	0x010a2f	17
0x01525a	0x01526b	17
0x015952	0x015963	17
0x015b2a	0x015b3b	17
0x015b8e	0x015b9f	17
0x016068	0x016079	17
0x016277	0x016288	17
0x0162c4	0x0162d5	17
0x016323	0x016334	17
0x016354	0x016365	17
0x01689c	0x0168ad	17
0x01880c	0x01881d	17
0x01bed8	0x01bee9	17
0x01cbed	0x01cbfe	17
0x01f49f	0x01f4b0	17
0x01f781	0x01f792	17
0x01f895	0x01f8a6	17
0x020185	0x020196	17
0x000ac4	0x000ad4	16
0x001225	0x001235	16
0x0012dd	0x0012ed	16
0x001544	0x001554	16
0x0027f7	0x002807	16
0x002e5b	0x002e6b	16
0x002ed2	0x002ee2	16
0x005069	0x005079	16
0x0071c7	0x0071d7	16
0x009029	0x009039	16
0x00904e	0x00905e	16
0x00a3c4	0x00a3d4	16
0x00b5b8	0x00b5c8	16
0x00c5c6	0x00c5d6	16
0x00c8e9	0x00c8f9	16
0x00c9ae	0x00c9be	16
0x00d5e9	0x00d5f9	16
0x00e683	0x00e693	16
0x00eb17	0x00eb27	16
0x00f21c	0x00f22c	16
0x00f4d1	0x00f4e1	16
0x00f81a	0x00f82a	16
0x010052	0x010062	16
0x0100a7	0x0100b7	16
0x010649	0x010659	16
0x010ac9	0x010ad9	16
0x010c90	0x010ca0	16
0x011336	0x011346	16
0x0113fa	0x01140a	16
0x011624	0x011634	16
0x011e5a	0x011e6a	16
0x01271a	0x01272a	16
0x012a0c	0x012a1c	16
0x0151a4	0x0151b4	16
0x01567a	0x01568a	16
0x015840	0x015850	16
0x0158f4	0x015904	16
0x0159e0	0x0159f0	16
0x015ee3	0x015ef3	16
0x016a10	0x016a20	16
0x01777a	0x01778a	16
0x018a5f	0x018a6f	16
0x018d6f	0x018d7f	16
0x018d80	0x018d90	16
0x018e54	0x018e64	16
0x01924d	0x01925d	16
0x0199d7	0x0199e7	16
0x019f3b	0x019f4b	16
0x01a112	0x01a122	16
0x01afc6	0x01afd6	16
0x01edf9	0x01ee09	16
0x01ee0a	0x01ee1a	16
0x020197	0x0201a7	16
0x0201b7	0x0201c7	16
0x020bd2	0x020be2	16
0x0216cf	0x0216df	16
0x021984	0x021994	16
